wnver::2.1
1740n 590091.243989839 ROOT
1930n 307719.919935956
2119n 282243.866361576
2236n 282242.866361576
2533n 10693.7954995297
2819n 1
2929n 1
3037n 1.66666666666667
3122n 186820.64558389
3991n 57348.0788573408
4359n 86444.5111748545
4576n 86161.451651045
5816n 1
5959n 1
6085n 73.8571428571426
6216n 1
6300n 207.202380952381
7127n 74309.2204353653
7626n 70227.6919360868
15024n 7834.09740063854
16858n 6908.05473856209
18635n 4017.67514038249
19102n 28056.0538820785
20429n 4276.94798616416
20846n 52981.4971235517
21810n 345.140476190476
22007n 104275.155790576
22178n 36722.4074217763
22680n 951.9954004329
23153n 52342.762488592
23591n 22372.8680815916
25099n 3539.45664613165
26074n 38488.9297473395
26552n 4760.89961698652
26997n 3255.13863636363
27378n 86.4583333333333
27734n 1
27841n 7.25
28105n 66599.7529683664
28404n 7839.20453509191
29085n 50294.2219141238
29714n 33351.73684178
30334n 14246.8495641212
31026n 6416.30741482312
31236n 59.3642857142857
31433n 35172.4066397795
32028n 42537.6943278284
32604n 3594.2477307851
32870n 55.0576923076929
32965n 65.65
33168n 1
33330n 1
33580n 4525.22810082075
34088n 5.5
34282n 6.5
34452n 2
34733n 1
34896n 3625.6246312511
35417n 7
35501n 1
35611n 9.40277777777778
35807n 14950.6149401252
36532n 1
36619n 149.429487179486
36930n 1.5
37220n 1.5
37378n 90.7531746031746
37568n 7
37654n 24.5555555555555
37902n 7
38097n 1
38273n 7
38347n 6
38509n 48.197619047619
38777n 1
38902n 1
39161n 42.5309523809524
39319n 24.3809523809524
39545n 51
39825n 18.8627450980392
39971n 1
40097n 1
40256n 502.247741147741
40668n 287.317857142857
40898n 8.57142857142857
41114n 403.266666666668
41469n 1
41548n 404.160606060606
41944n 68.9166666666666
42237n 166.269047619048
42485n 449.80751748252
42790n 25.1071428571429
43008n 28.8333333333333
43235n 2
43449n 1
43585n 686.76093938741
43981n 4.1
44242n 93.6825396825397
44512n 77.7775252525252
44668n 36.3939393939394
44846n 278.495013320013
45342n 2
45430n 33.5999999999999
45680n 1
45874n 1
46069n 29.375
46265n 2
46375n 134.166666666666
46549n 83.3333333333333
46698n 177.642307692308
46980n 4.33333333333333
47152n 45.1666666666667
47327n 80.6666666666667
47668n 1.33333333333333
47854n 2
47960n 1.33333333333333
48113n 1
48233n 7.5
48361n 10
48519n 35.0961538461538
48808n 1.75
49017n 2
49211n 18.8461538461538
49401n 2
49516n 19.3461538461538
49709n 1
49849n 5.5
50036n 1
50221n 1
50376n 1.2
50470n 1
50658n 10.75
50824n 19.25
51115n 2
51344n 2
51421n 85.1666666666666
51729n 1
51849n 1
51933n 10.5
52130n 2.5
52236n 42.7666666666667
52585n 1.5
52740n 12.1666666666667
52909n 5.66666666666667
53126n 1
53315n 1
53403n 9.33333333333333
53721n 1
53881n 1
54020n 1
54175n 2
54399n 7
54639n 1
54776n 1
55000n 5
55250n 1
55394n 1.5
55574n 5.1
55763n 5
55854n 1
56110n 2
56355n 1
56445n 3.5
56627n 3.66666666666667
56716n 1
56851n 73.7775252525252
57235n 46.930303030303
57484n 4.6
57660n 36.1636363636364
57836n 1.6
58003n 4.66666666666667
58097n 5
58309n 1.5
58522n 3
58656n 1
58855n 1
58925n 1
59122n 1.5
59279n 1
59398n 14
59561n 1
59706n 72.1666666666667
59900n 3
60025n 5.66666666666667
60241n 55.5
60439n 1
60559n 8
60779n 1
60914n 350.075959171547
61122n 32.375
61418n 1
61667n 2
61760n 300.79818139377
62126n 33.5
